id,chain,dept,category,company,brand,date,productsize,productmeasure,purchasequantity,purchaseamount
60321911,15,16,1601,102211020,8574,2012-03-02,1,CT,1,1.49
60332240,15,38,3801,107989373,12908,2012-03-11,2,LB,1,4.59
60456293,18,59,5906,104060040,26155,2012-03-03,45,OZ,1,5.99
60461023,95,9,907,102113020,15704,2012-03-14,16,OZ,1,1.99
60548896,18,56,5610,104171646,6769,2012-03-04,5,OZ,1,3.49
60619909,15,9,913,107313070,13291,2012-03-22,14,OZ,1,3.99
60755624,20,44,4404,105100050,13791,2012-03-06,11.25,OZ,2,5
60761302,4,57,5710,103663232,4568,2012-05-10,5.3,OZ,1,1
60766698,4,42,4220,102113020,15704,2012-03-08,16,OZ,2,2.78
60788872,14,9,908,107203070,5812,2012-03-04,8.25,OZ,1,2.99
60825309,20,18,1822,103700030,6236,2012-03-02,27,OZ,1,-9.88
60983202,14,51,5129,101450010,20864,2012-03-03,10,OZ,1,2.49
61031248,95,33,3308,102840020,3336,2012-03-02,9.25,OZ,1,1.49
61094869,88,37,3707,102113020,15704,2012-03-03,14,OZ,2,1.38
61109871,18,97,9753,10000,0,2012-03-04,1,CT,1,5.89
61142178,88,58,5833,1074430777,27877,2012-03-03,48,OZ,1,6.87
61196030,18,21,2118,108079383,6926,2012-03-03,16.9,OZ,4,4.99
61274786,4,64,6408,108500080,1387,2012-03-05,0.75,LT,2,7.86
61296212,15,36,3632,107989373,12908,2012-03-02,33.8,OZ,1,2.99
61322289,18,71,7113,1030815131,3609,2012-03-03,23.7,OZ,1,6.49
61366710,95,64,6408,108289686,6276,2012-03-05,0.75,LT,2,16.58
61390454,4,63,6315,107989373,30626,2012-03-03,128,OZ,1,3.09
61416624,18,63,6315,107989373,30626,2012-03-02,128,OZ,2,4.98
61444033,15,9,902,103800030,17050,2012-03-21,4,OZ,1,2.49
61486412,4,9,901,102113020,15704,2012-03-05,13,OZ,1,-2.01
61599063,15,56,5614,102113020,10786,2012-03-02,1,OZ,1,0.33
61819046,15,72,7209,1030813737,14982,2012-03-02,100,YD,1,3.49
61933479,95,33,3303,102840020,10241,2012-03-02,13.5,OZ,1,4.99
61989333,20,58,5823,104470040,13310,2012-03-14,9,OZ,1,3.4
62102735,15,63,6315,102113020,10786,2012-03-05,64,OZ,2,7.68
62231359,88,27,2704,102113020,15704,2012-03-04,1,CT,1,2.89
62310326,15,26,2628,103700030,2248,2012-04-18,1,RL,2,6.38
62396175,3,62,6201,102113020,4720,2012-03-05,16,OZ,1,2.49
62400998,20,2,214,107433373,916,2012-03-02,26,OZ,1,4.29
62407885,15,23,2301,102409424,4649,2012-03-04,17.5,OZ,2,6.58
62426499,18,63,6316,102113020,10786,2012-03-29,16,OZ,1,1.59
62471255,14,99,9909,107989373,12908,2012-03-08,7,OZ,1,3.69
62496996,88,63,6315,107989373,30626,2012-03-04,128,OZ,1,1.57
62518933,18,64,6408,108500080,10739,2012-03-04,0.75,LT,1,18.99
62577743,20,4,405,102113020,15704,2012-03-03,10.5,OZ,1,1.19
62611006,4,56,5616,102113020,4720,2012-03-02,8,OZ,1,4.99
62673601,18,59,5902,105820050,10786,2012-03-05,16,OZ,1,2.49
62707639,18,45,4508,102113020,15704,2012-03-04,19.2,OZ,1,2.99
62743057,88,9,907,107341070,13291,2012-03-25,24,OZ,1,2.99
62803931,4,23,2301,107680878,1393,2012-03-03,16,OZ,2,3.58
62877041,18,72,7205,107732676,18502,2012-03-02,4.2,OZ,1,3.99
62995056,18,14,1416,102113020,15704,2012-03-07,15,OZ,1,0.89
63007083,15,18,1890,107499979,15601,2012-03-07,1,CT,1,26.99
63019458,95,96,9632,107675070,18637,2012-03-02,1,CT,1,30
63097103,20,9,902,108569383,16215,2012-10-23,4.25,OZ,1,3.19
63318034,4,27,2702,101780010,95301,2012-03-08,18,LB,1,18.99
63336621,17,8,801,101300010,8164,2012-03-09,20,OZ,1,2.19
63340358,95,56,5609,104990040,9818,2012-03-03,16,OZ,1,3.79
63341538,4,57,5704,107047070,20230,2012-03-11,6,OZ,3,1.95
63422872,4,33,3303,102840020,10241,2012-03-02,8.5,OZ,1,3.49
63532753,18,96,9632,107675070,8409,2012-03-02,1,CT,2,300
63575541,4,9,907,107313070,13291,2012-03-03,24,OZ,1,2.99
63585470,18,29,2906,107066272,12673,2012-03-06,4,OZ,1,1.33
63626446,15,62,6202,107049272,6621,2012-03-02,7.25,OZ,4,6
63707754,88,57,5704,107047070,20230,2012-03-04,6,OZ,2,1.2
63866464,17,21,2119,1061300868,867,2012-03-02,42,OZ,1,1
63883643,18,36,3635,1063671161,3070,2012-03-02,17.2,OZ,1,1.11
63904880,3,15,1506,102874424,15124,2012-03-04,10,OZ,1,3.99
63949570,15,9,907,104500040,20016,2012-03-04,20,OZ,1,4.49
63976577,15,17,1709,101920010,10882,2012-03-04,24,OZ,1,2.19
64086470,17,58,5836,107778272,9260,2012-03-29,12,OZ,1,2.99
64160330,17,82,8201,102113020,16397,2012-03-11,1,CT,1,7.99
64169538,20,16,1604,102200020,13228,2012-07-05,14,CT,1,1.39
64233884,18,63,6315,107989373,30626,2012-03-11,128,OZ,2,4.98
64272407,20,51,5125,107989373,5537,2012-03-05,9.5,OZ,1,2
64288458,4,73,7344,1030006737,10895,2012-03-05,12,OZ,1,4.34
64324753,17,36,3634,1078616272,7237,2012-03-06,20,OZ,1,1
64532763,3,24,2403,102113020,15704,2012-03-03,9.75,OZ,2,6.98
64585626,18,73,7345,1030004333,79368,2012-03-06,18,CT,1,5.29
64778099,15,25,2506,104127141,26189,2012-03-02,32,OZ,1,3.99
64872069,18,29,2925,102113020,15704,2012-03-12,16,OZ,1,0.99
64960358,15,64,6401,108378383,16392,2012-03-02,72,OZ,1,5.99
65173941,15,1,106,101500010,29555,2012-03-04,1,OZ,1,2.79
65307069,20,63,6312,102500020,16487,2012-03-04,59,OZ,1,2.5
65329794,17,9,907,107225070,12465,2012-03-10,20,OZ,1,3.79
65487565,18,73,7310,1032113030,15704,2012-03-05,32,CT,1,8.69
65519775,17,57,5705,103663232,4568,2012-03-03,16,OZ,1,2.99
65538823,4,97,9753,1023100020,0,2012-03-07,1,CT,1,51.29
65550743,18,56,5614,102113020,10786,2012-03-05,16,OZ,1,4.99
65594165,95,59,5902,105820050,10786,2012-03-02,16,OZ,2,3.98
65599099,4,4,410,107097070,13717,2012-03-02,1.5,OZ,1,-4.95
65756156,95,7,709,1076211171,17286,2012-04-07,4.4,OZ,1,7.99
65923948,15,33,3303,102840020,10241,2012-03-02,10.5,OZ,2,4.29
66163784,18,36,3612,102113020,15704,2012-03-02,128,OZ,2,1.6
66194616,18,4,418,104000040,26517,2012-03-03,19.2,OZ,1,5.99
66221175,20,54,5403,107790070,9200,2012-03-12,36,OZ,1,11.59
66258590,95,63,6318,102113020,16397,2012-03-02,21.3,OZ,1,5
66303204,15,26,2629,102113020,15704,2012-03-02,200,CT,1,2.68
66448637,4,7,707,104300040,20248,2012-03-02,12,OZ,1,3.99
66503578,15,36,3611,104900040,4599,2012-03-03,33.8,OZ,1,0.89
66507967,88,5,516,101600010,12426,2012-03-03,8.9,OZ,2,5
66612145,14,51,5123,102000020,30792,2012-03-02,24,OZ,3,11
66614778,17,55,5556,104154848,5603,2012-03-02,48,OZ,1,5.99
66650733,88,33,3305,102840020,15870,2012-03-10,14,OZ,2,4.38
66814830,3,35,3504,103700030,6947,2012-03-28,30,OZ,1,2.29
66929462,88,9,902,103800030,17050,2012-03-07,4,OZ,1,2.49
66966448,4,63,6311,102500020,11749,2012-03-08,59,OZ,1,3
66986222,4,63,6315,102113020,10786,2012-03-11,128,OZ,1,3.59
67079016,18,63,6320,102113020,10786,2012-03-06,18,CT,1,2.29
67086430,17,9,907,107167373,17480,2012-03-05,20,OZ,1,2
67133701,15,33,3310,101566515,22310,2012-03-02,4,OZ,1,2.79
67209680,15,33,3303,102113020,15704,2012-03-02,10,OZ,1,-12.28
67274959,20,28,2806,1063561767,19852,2012-03-05,16,OZ,1,5.99
67306121,15,27,2710,103320030,875,2012-12-18,20,LB,1,4.99
67317718,15,64,6401,107089777,6627,2012-03-08,25.4,OZ,1,2.69
67339823,17,58,5810,107010070,9243,2012-03-04,16,OZ,1,2.99
67388625,95,75,7520,102113020,15704,2012-03-07,500,CT,1,3.49
67513296,15,97,9753,10000,0,2012-03-11,1,CT,2,2
67574740,95,4,411,104000040,17287,2012-03-17,14,OZ,1,2.5
67619205,4,23,2301,107680878,1393,2012-03-02,16,OZ,1,1.79
67660532,15,91,9134,108500080,25725,2012-04-01,0.75,LT,1,12.49
67724271,4,36,3612,102113020,15704,2012-05-06,128,OZ,5,4.45
67803905,88,81,8101,102820020,11186,2012-03-10,1,CT,1,8.09
67815367,15,9,907,102113020,15704,2012-03-05,22,OZ,1,2.99
67852785,15,20,2002,105100050,27873,2012-03-05,46,OZ,1,3.99
67957375,14,63,6305,102500020,11749,2012-03-05,128,OZ,1,5.99
68076539,4,64,6401,101820010,2510,2012-03-02,240,OZ,1,15.99
68093886,15,7,707,102550020,6550,2012-03-02,10.3,OZ,1,6.49
68185264,95,58,5823,104470040,13310,2012-03-02,16,OZ,1,2.99
68188965,95,4,419,104000040,5168,2012-03-04,9.5,OZ,1,4.99
68216359,17,27,2702,101780010,95301,2012-03-14,8,LB,1,10.99
68342007,18,36,3612,107514070,4369,2012-03-02,128,OZ,1,1.29
68382868,20,58,5834,103760030,8501,2012-03-02,15,OZ,1,4.61
68405887,95,9,916,103361737,19613,2012-03-14,9.7,OZ,1,3.79
68435096,18,4,416,103400030,2689,2012-03-29,1.2,OZ,4,2.58
68451850,4,99,9908,102113020,15704,2012-03-05,12,OZ,1,1.5
68468663,14,56,5617,102100020,9886,2012-03-07,16,OZ,1,4.69
68470926,18,25,2508,101405414,12973,2012-04-14,12,OZ,1,2
68517155,17,99,9904,102113020,15704,2012-03-05,128,OZ,1,4.99
68553518,17,99,9909,107127979,6732,2012-03-04,9,OZ,2,4
68553874,17,63,6315,102113020,10786,2012-03-09,64,OZ,1,2.59
68619204,15,64,6401,1078615070,31512,2012-03-02,67.2,OZ,1,5.69
68681837,15,56,5616,102113020,22356,2012-03-04,8,OZ,1,3.99
68686456,18,82,8201,102113020,16397,2012-03-10,1,CT,1,6.99
68734411,15,8,810,104800141,9814,2012-03-04,0.5,OZ,4,9.16
68886117,18,10,1011,102400020,4704,2012-03-15,7,OZ,1,1
68903050,20,36,3638,106827464,30855,2012-03-03,101.4,OZ,2,5
68925006,14,51,5134,104132242,6167,2012-03-04,22,OZ,1,4.99
69053255,17,8,821,104139040,9659,2012-03-04,12,OZ,1,3.69
69152657,3,31,3110,104470040,13310,2012-03-02,3,OZ,1,2.79
69167658,15,37,3706,104119646,14582,2012-03-07,18.5,OZ,1,1.5
69172169,4,58,5811,1071516676,27806,2012-03-04,12,OZ,2,1.85
69233695,20,54,5403,102708626,5108,2012-03-06,18,OZ,1,3.99
69355551,4,63,6311,108259282,12297,2012-03-08,64,OZ,1,7.99
69461393,4,96,9609,1051600050,88199,2012-03-02,0,,2,-2
69495518,95,33,3303,108411484,9596,2012-03-11,13,OZ,1,4.99
69507993,15,55,5557,107457070,26051,2012-03-07,3.6,OZ,1,1.25
69666042,15,26,2628,103700030,2248,2012-03-11,12,RL,1,13.99
69675741,15,9,907,107313070,13291,2012-03-04,24,OZ,2,9.98
69727908,88,56,5609,102113020,10786,2012-03-10,16,OZ,1,1.99
69802491,88,5,516,1060265262,9673,2012-03-03,1.4,OZ,1,1.95
69808860,17,33,3307,101411313,23033,2012-03-02,8,OZ,2,7.98
69818569,15,9,902,104400040,18775,2012-03-05,9.5,OZ,1,1.5
69853336,20,33,3307,102900020,14112,2012-04-07,16,OZ,1,5.49
69900479,88,21,2118,1073951070,16807,2012-03-26,20,OZ,1,1.25
69956833,20,63,6311,104850040,5072,2012-03-12,59,OZ,2,5
70072294,18,63,6313,104990040,9818,2012-03-08,16,OZ,1,3.99
70128172,18,17,1726,104460040,3718,2012-03-04,35,CT,1,2.49
70163937,17,56,5607,102100020,13967,2012-03-03,8,OZ,3,8.37
70217582,15,56,5620,102113020,10786,2012-03-02,16,OZ,1,4.99
70302821,20,9,907,102113020,30626,2012-03-05,16,OZ,1,0.99
70312933,4,36,3618,104900040,23359,2012-03-04,144,OZ,1,6.29
70401965,88,74,7405,1084105888,15983,2012-03-02,4,CT,1,10.49
70455180,4,55,5567,107756777,4257,2012-03-04,20,OZ,1,3.99
70462513,88,7,708,1076211171,17286,2012-03-02,12,OZ,1,7.99
70463479,4,99,9908,10000,33170,2012-03-04,10,OZ,4,0.4
70535868,4,57,5710,102113020,10786,2012-03-04,6,OZ,1,0.99
70580005,4,18,1831,107116979,1756,2012-03-09,1,CT,1,1.59
70607577,14,29,2928,101530010,58299,2012-03-05,6.5,OZ,1,1
70623585,15,27,2706,105000050,6132,2012-03-02,3,OZ,1,0.8
70653096,18,1,105,107989373,11873,2012-03-08,23.2,OZ,1,12.99
70692138,95,37,3705,1085832888,20002,2012-10-18,14.5,OZ,1,2.3
70697900,14,20,2002,105100050,27873,2012-03-07,33,OZ,1,3.39
70765113,18,26,2604,102113020,15704,2012-03-06,48,CT,1,1.49
70801415,18,41,4108,107989373,12908,2012-03-02,15,OZ,1,0.19
70834566,14,95,9518,107000070,7848,2012-03-02,1,CT,1,0.99
70850323,20,21,2105,105200050,7054,2012-03-10,4,OZ,1,1.49
71011594,17,64,6409,1076943474,20998,2012-03-03,0.75,LT,1,7.99
71040590,15,51,5134,103100030,1358,2012-03-02,4.66,OZ,2,1.91
71054734,88,5,501,1088491282,86364,2012-03-03,16,OZ,1,4.99
71108488,15,41,4107,107035272,11140,2012-04-29,14.5,OZ,1,3.99
71113475,15,99,9904,1071575676,5278,2012-03-04,16,OZ,1,3.99
71121618,4,8,836,105820050,15704,2012-03-04,16,OZ,1,1.69
71141645,88,82,8201,102113020,16397,2012-03-08,1,CT,1,5.99
71298343,95,97,9734,1065356969,12538,2012-03-13,1,CT,1,3.99
71311112,88,36,3601,102113020,15704,2012-03-03,144,OZ,3,4.39
71314426,20,97,9753,1022127020,0,2012-04-13,1,CT,1,6.49
71322589,88,47,4705,102500020,1230,2012-03-05,10,OZ,2,6.58
71378695,4,58,5827,107989373,29344,2012-03-03,12,OZ,1,4.49
71426296,18,4,411,104223848,7932,2012-03-02,5,OZ,1,1.79
71680347,15,18,1828,102340020,15181,2012-03-08,7.5,OZ,1,1.39
71719354,88,36,3611,102113020,15704,2012-05-04,101.4,OZ,1,1.79
71722690,20,97,9753,1022164929,0,2012-03-03,1,CT,1,3.29
71781057,95,63,6315,102113020,10786,2012-03-04,64,OZ,1,3.49
71805275,15,45,4511,103100030,1358,2012-12-04,24,OZ,1,-3.9
71806613,15,58,5812,101590010,1366,2012-03-02,16,OZ,2,3.58
71881849,18,9,907,107989373,29344,2012-03-04,16,OZ,1,2.99
71933039,4,97,9799,101117111,2615,2012-03-04,1,CT,1,9.99
71976236,15,26,2620,102113020,15704,2012-03-11,40,CT,1,3.39
72013530,17,55,5552,102113020,15704,2012-04-08,48,OZ,2,5.98
72251692,15,21,2112,108596888,7413,2012-03-28,13.5,OZ,2,3.78
72353384,4,32,3202,105150050,4307,2012-03-03,64,OZ,1,5.99
72473953,18,3,308,104010040,6455,2012-03-03,4,OZ,1,6.99
72475898,15,51,5127,103100030,1358,2012-03-03,10.1,OZ,1,1
72495512,17,15,1506,102113020,15704,2012-03-03,6,OZ,1,4.99
72587201,15,9,908,107116676,17802,2012-03-02,16,OZ,1,5.79
72600846,15,36,3611,102113020,15704,2012-03-03,405.6,OZ,2,7.09
72670685,17,97,9799,107079272,8183,2012-03-06,1,CT,1,2.29
72870265,18,7,706,101200010,17286,2012-03-02,13.7,OZ,1,2.5
72878052,15,16,1604,102200020,13228,2012-12-20,14,CT,2,2.98
72906560,15,59,5907,101111515,8760,2012-03-07,16,OZ,1,0.99
72943196,4,40,4004,107017777,18928,2012-03-04,3.53,OZ,1,7.19
72954514,17,7,703,1076211171,17286,2012-03-10,4.9,OZ,1,5.95
72960368,15,97,9753,1069706969,0,2012-04-26,1,CT,1,3.99
72965766,15,63,6315,102113020,10786,2012-03-03,128,OZ,1,3.89
73121994,4,91,9109,108200080,16696,2012-03-03,1.75,LT,1,18.99
73218933,17,4,421,102113020,15704,2012-03-04,11,OZ,1,1.79
73222886,18,59,5902,107283070,18390,2012-05-26,16,OZ,1,3.79
73238650,17,35,3506,103700030,3068,2012-03-04,38.1,OZ,1,11.99
73269543,20,55,5558,102113020,10786,2012-03-04,36.8,OZ,1,4.99
73325479,95,36,3633,107084777,7912,2012-03-02,96,OZ,1,2.99
73327812,88,21,2118,1073951070,16807,2012-03-03,20,OZ,5,5
73327813,15,33,3305,102840020,18584,2012-03-07,9.75,OZ,2,4.98
73399387,95,9,920,104400040,15335,2012-05-06,6,OZ,2,6
73410200,15,97,9753,1022213222,0,2012-03-07,1,CT,1,2.49
73442225,15,36,3611,101200010,803,2012-03-17,20,OZ,1,1.59
73486214,95,36,3618,101200010,23361,2012-03-04,20,OZ,1,1.69
73507112,88,37,3706,104119646,14582,2012-03-02,19,OZ,2,4.58
73544854,15,9,912,107294575,15878,2012-03-02,15.6,OZ,1,4.59
73546997,95,51,5123,102113020,15704,2012-03-21,26.4,OZ,1,6.99
73552673,15,27,2709,105849656,18139,2012-03-03,3,OZ,1,2.39
73606559,15,11,1111,1075365676,18312,2012-03-02,2.1,OZ,8,8.2
73660439,20,57,5710,104667545,20216,2012-03-08,16,OZ,2,6
73668079,15,5,501,101600010,3331,2012-03-02,17,OZ,2,5.98
73719666,3,21,2112,107045070,17674,2012-03-04,48,OZ,1,3.99
73850140,88,92,9210,102270020,4197,2012-03-02,0.24,OZ,1,7.11
73891863,88,64,6401,101820010,2510,2012-03-02,144,OZ,1,11.97
73895490,95,37,3707,102113020,15704,2012-04-24,13.7,OZ,1,0.4
73925987,95,79,7903,107244070,13776,2012-03-04,1,CT,1,5.99
73958837,18,25,2506,104127141,26189,2012-03-02,32,OZ,1,3.29
74059460,4,7,708,1076211171,17286,2012-03-07,12,OZ,1,7.99
74144834,95,99,9909,107127979,6732,2012-03-04,12,OZ,2,1.96
74332465,20,5,516,101600010,12426,2012-03-06,6,OZ,4,17.56
74469519,15,4,411,102113020,15704,2012-03-06,15,OZ,1,1.79
74837714,4,63,6320,102113020,10786,2012-03-05,12,CT,1,1.59
74839067,4,55,5552,107292070,9166,2012-03-08,48,OZ,1,3.99
74866605,15,41,4108,103940030,71386,2012-03-02,15.5,OZ,2,3.58
74953910,4,26,2619,102113020,15704,2012-04-02,10,CT,1,6.49
75006613,4,9,901,104400040,85927,2012-03-03,8.8,OZ,4,10
75032259,15,63,6315,102113020,10786,2012-04-16,32,OZ,1,1.35
75051515,4,17,1709,101920010,10882,2012-03-02,24,OZ,1,2.5
75073354,15,4,417,103400030,15113,2012-03-02,2.8,OZ,1,1.79
75088826,4,33,3309,102840020,18584,2012-03-11,18,OZ,1,3.99
75144651,4,13,1306,102113020,15704,2012-07-21,5,LB,1,3.39
75178587,15,12,1205,104800040,38150,2012-03-10,12,OZ,3,7.97
75251925,14,14,1404,101480010,12021,2012-03-26,23.4,OZ,2,5.18
75439019,4,63,6308,101630010,6509,2012-03-04,59,OZ,1,2.57
75476003,3,36,3611,102113020,15704,2012-03-10,405.6,OZ,2,7.98
75547491,3,9,907,104500040,1574,2012-03-02,16,OZ,1,3.99
75555091,4,63,6320,102113020,10786,2012-03-06,18,CT,1,3.59
75562862,4,63,6312,102500020,16487,2012-03-07,59,OZ,1,3.19
75671702,15,63,6313,102113020,16397,2012-03-06,15,OZ,1,3.79
75677935,3,59,5902,105820050,10786,2012-03-02,16,OZ,1,1.78
75682991,4,63,6315,107989373,30626,2012-03-05,128,OZ,1,3.09
75683708,15,8,822,107013272,9327,2012-03-12,29.5,OZ,1,5.95
75697857,4,9,907,102113020,3765,2012-03-08,24,OZ,1,2.5
75747032,95,2,214,104144949,9916,2012-03-06,160,OZ,1,8.79
75894770,18,33,3303,102840020,10241,2012-03-17,1.88,OZ,1,1.09
75902494,4,31,3101,105210050,11382,2012-03-06,1.12,OZ,1,5.49
76008522,3,64,6409,101235414,13748,2012-03-02,0.75,LT,1,9.99
76011413,95,69,6901,102220020,17067,2012-03-02,3,OZ,1,1.99
76029192,95,49,4901,101312010,26885,2012-03-04,26,OZ,1,3.38
76053542,4,22,2204,1088596787,12614,2012-03-23,20,OZ,1,2.79
76119328,4,36,3634,1073951070,16807,2012-03-04,20,OZ,3,3
76122242,95,4,418,103400030,9739,2012-10-04,10.78,OZ,1,2
76155746,95,96,9609,1051254656,88199,2012-03-02,0,,1,-1
76210273,3,27,2706,1075764575,12598,2012-03-03,3,OZ,6,8.34
76212982,15,9,902,101410010,45039,2012-03-02,6.6,OZ,1,1.19
76422259,17,5,516,101600010,12426,2012-03-03,8.9,OZ,2,5
76473957,18,36,3630,101200010,13794,2012-05-10,20,OZ,1,1.69
76534475,88,9,902,102410020,44209,2013-05-02,7,OZ,1,2
76540066,20,63,6315,107989373,30626,2012-03-05,128,OZ,1,1.97
76711931,15,58,5812,104470040,13310,2012-03-04,16,OZ,2,3.99
76810402,20,57,5704,104667545,20216,2013-01-02,16,OZ,1,2.5
76895949,15,4,427,102200020,506,2012-03-06,0.37,OZ,1,1.39
76957383,17,26,2604,102113020,15704,2012-03-02,50,CT,2,2.58
76991480,95,99,9908,102113020,15704,2012-03-02,80,OZ,1,1.99
77041700,17,5,501,103800030,11732,2012-03-04,15.8,OZ,2,5.98
77057322,15,63,6315,103377636,16650,2012-03-02,64,OZ,1,3.99
77067233,18,21,2118,1083609383,9003,2012-03-10,33.6,OZ,1,4.79
77169013,14,36,3630,107800070,5208,2012-03-02,288,OZ,1,6.99
77202444,14,9,907,107087070,12106,2012-03-03,24,OZ,1,2.99
77225308,15,58,5823,102113020,22356,2012-03-15,16,OZ,1,6.49
77225749,17,99,9908,107047575,7217,2012-03-04,8,OZ,1,2.49
77249144,18,9,902,102113020,15704,2012-03-12,4.4,OZ,1,2.99
77250071,18,54,5403,107790070,9200,2012-03-12,7,OZ,1,3
77270297,17,29,2908,104430040,15487,2012-03-19,16,OZ,1,1.29
77322805,18,6,610,1081809484,15414,2012-04-16,16,OZ,1,1.67
77368715,14,37,3703,105100050,2820,2012-03-04,10.75,OZ,2,2.19
77410681,15,23,2301,107680878,1393,2012-03-14,12,OZ,1,1.25
77448402,18,6,610,1081809484,15414,2012-04-26,16,OZ,2,4
77478019,4,36,3604,102113020,15704,2012-03-05,67.6,OZ,1,0.99
77608607,15,33,3303,101159414,8005,2012-03-03,8,OZ,1,3.69
77660546,14,37,3703,105100050,2820,2012-03-04,26,OZ,2,4.98
77706058,4,63,6320,102113020,10786,2012-03-02,18,CT,1,3.69
77734788,4,19,1908,104800141,16564,2012-03-05,15,OZ,1,3.29
77760889,14,56,5607,105820050,10786,2012-03-02,2,OZ,1,0.79
77791443,14,27,2710,1032259131,101587,2012-03-03,8,LB,3,27.57
77801039,4,27,2707,101780010,3108,2012-03-04,4.2,LB,1,5.99
77816389,4,95,9518,1061029060,7848,2012-03-02,1,CT,1,1.99
77964334,88,41,4108,103940030,71386,2012-03-06,16,OZ,6,8.34
77989055,88,16,1604,102200020,5558,2012-03-02,54,CT,1,2
77998305,18,64,6409,109998898,11499,2012-03-02,0.75,LT,1,10.99
78011710,20,9,907,107885878,57184,2012-03-05,12.69,OZ,2,7.38
78038363,18,37,3705,105100050,2820,2012-03-02,18.8,OZ,2,5.98
78057763,95,63,6315,102113020,10786,2012-03-04,128,OZ,1,3.09
78087333,15,51,5126,101380010,27474,2012-03-02,20,OZ,8,20.8
78087666,95,36,3628,107800070,17203,2012-04-26,67.6,OZ,1,0.99
78093985,20,51,5117,104280040,18599,2012-03-14,9.8,OZ,2,2.5
78270379,18,64,6408,108500080,2983,2012-03-06,4,LT,1,13.49
78493420,4,54,5403,107790070,9200,2012-03-03,7.5,OZ,1,3
78533743,88,36,3618,101200010,23361,2012-03-11,144,OZ,2,12.98
78584042,15,9,907,102113020,30626,2012-03-02,12,OZ,1,1.29
78682016,15,12,1206,108000080,17292,2012-03-02,2.6,OZ,2,3.78
78756467,15,21,2106,103120030,12957,2012-03-03,64,OZ,1,3.99
78774376,15,55,5555,107684070,32094,2012-03-03,16,OZ,2,7.48
78811334,15,51,5124,107320272,9303,2012-03-04,5,OZ,4,2.5
78828559,17,58,5836,107590070,2073,2012-03-04,12,OZ,1,3.99
78851124,18,25,2507,107235070,68047,2012-03-02,15.5,OZ,1,1.39
78918675,15,55,5552,107756777,2347,2012-03-04,48,OZ,2,6.99
78964240,88,51,5115,107192171,18492,2012-04-06,21.6,OZ,1,3.34
79022865,15,36,3635,102113020,15704,2012-03-02,33.8,OZ,3,1.7
79036770,4,5,501,103800030,6796,2012-03-06,14,OZ,2,3.98
79082239,15,63,6309,1082415080,22328,2012-03-07,8,OZ,1,1.99
79296732,15,29,2908,104430040,15487,2012-03-20,16,OZ,3,3.87
79504758,18,73,7345,1030004333,79368,2012-04-21,18,CT,1,5.29
79526178,88,29,2904,101530010,13610,2012-03-09,4.7,OZ,1,1.25
79732226,3,97,9753,1085078989,0,2012-03-09,1,CT,1,1.19
79740809,18,9,907,102113020,15704,2012-03-02,24,OZ,1,2
79842864,18,97,9753,1021272525,0,2012-03-10,1,CT,1,4.65
79843628,18,29,2914,101356212,713,2012-03-02,6,OZ,2,0.8
79878358,18,26,2628,102113020,15704,2012-03-02,8,RL,1,6.99
79920713,17,29,2904,101530010,13610,2012-04-06,4.7,OZ,1,1.25
79945060,88,51,5117,104280040,18599,2012-03-04,10.2,OZ,1,1.29
79959392,18,63,6315,107989373,30626,2012-03-12,128,OZ,1,2.49
80012927,18,74,7405,1084105888,15983,2012-03-02,4,CT,1,18.19
80063680,18,63,6314,102113020,10786,2012-03-02,16,OZ,1,1.09
80065065,18,43,4302,102113020,15704,2012-03-08,8,OZ,1,0.29
80066853,18,63,6314,102113020,10786,2012-03-04,8,OZ,1,0.99
80257192,18,33,3310,107373171,11786,2012-03-17,4,OZ,1,3.39
80270619,17,41,4108,102880020,7907,2012-03-02,15.5,OZ,3,3
80337071,20,36,3631,102113020,15704,2012-03-06,67.6,OZ,1,0.69
80374352,17,53,5307,101450010,20864,2012-03-11,12,OZ,1,2.59
80415084,95,24,2403,102113020,15704,2012-03-07,9.75,OZ,2,5.78
80503859,18,99,9909,102113020,15704,2012-03-05,6.25,OZ,1,3.99
80511118,15,99,9904,103338333,33170,2012-03-13,32,OZ,1,3.99
80629938,14,81,8101,102820020,11186,2012-03-04,1,CT,2,11.78
80637511,15,46,4606,102113020,15704,2012-03-02,16,OZ,1,3.59
80699999,18,35,3508,103700030,18371,2012-03-21,100,OZ,1,14.99
80700561,15,99,9904,103338333,33170,2012-03-31,16,OZ,1,3.49
80786289,15,34,3410,102113020,15704,2012-03-04,40,OZ,1,3.49
80787894,15,51,5125,107989373,5537,2012-06-05,8.75,OZ,1,2
80802693,18,34,3410,102113020,15704,2012-03-14,7.5,OZ,1,0.99
80812040,4,99,9908,10000,33170,2012-03-03,10,OZ,1,0.1
81020106,15,37,3705,104119646,14582,2012-03-02,18.5,OZ,1,2.99
81026544,95,63,6315,107989373,30626,2012-03-11,128,OZ,1,2.59
81109637,95,97,9753,10000,0,2012-03-02,1,CT,1,0.99
81127950,4,91,9110,108860080,7497,2012-03-02,0.75,LT,1,8.99
81242696,14,2,213,107248676,9190,2012-03-07,51,OZ,1,4.29
81280152,20,97,9753,10000,0,2012-03-08,1,CT,1,1
81488812,95,36,3630,107800070,5208,2012-03-02,20,OZ,1,1.2
